CensusYear,Subject,Gender,AgeGroup,QualifiedEntrantType,StockSize
2015,Art & Design,Male,55 and over,Not a qualified Entrant,254.0884815784821
2016,Art & Design,Male,55 and over,Not a qualified Entrant,248.27520684796696
2017,Art & Design,Male,55 and over,Not a qualified Entrant,220.82957881474942
2011,Biology,Male,55 and over,Not a qualified Entrant,458.62819813405457
2012,Biology,Male,55 and over,Not a qualified Entrant,445.04513354512676
2013,Biology,Male,55 and over,Not a qualified Entrant,389.52488786827166
2014,Biology,Male,55 and over,Not a qualified Entrant,325.8362603067594
2015,Biology,Male,55 and over,Not a qualified Entrant,316.4430213316029
2016,Biology,Male,55 and over,Not a qualified Entrant,287.3776979889076
2017,Biology,Male,55 and over,Not a qualified Entrant,268.0074206018921
2011,Business Studies,Male,55 and over,Not a qualified Entrant,370.7209796686137
2012,Business Studies,Male,55 and over,Not a qualified Entrant,344.68444711639484
2013,Business Studies,Male,55 and over,Not a qualified Entrant,322.9299086048916
2014,Business Studies,Male,55 and over,Not a qualified Entrant,313.9113908626069
2015,Business Studies,Male,55 and over,Not a qualified Entrant,288.8600566429642
2016,Business Studies,Male,55 and over,Not a qualified Entrant,255.25820611403532
2017,Business Studies,Male,55 and over,Not a qualified Entrant,259.5970301743882
2011,Chemistry,Male,55 and over,Not a qualified Entrant,540.6378524713191
2012,Chemistry,Male,55 and over,Not a qualified Entrant,540.7525617136617
2013,Chemistry,Male,55 and over,Not a qualified Entrant,469.5841392048565
2014,Chemistry,Male,55 and over,Not a qualified Entrant,455.9929707138126
2015,Chemistry,Male,55 and over,Not a qualified Entrant,425.7511671399066
2016,Chemistry,Male,55 and over,Not a qualified Entrant,392.69366032708456
2017,Chemistry,Male,55 and over,Not a qualified Entrant,367.60731055359076
2011,Classics,Male,55 and over,Not a qualified Entrant,39.64597319988019
2012,Classics,Male,55 and over,Not a qualified Entrant,47.22890283114273
2013,Classics,Male,55 and over,Not a qualified Entrant,37.49343681722905
2014,Classics,Male,55 and over,Not a qualified Entrant,34.826599607299386
2015,Classics,Male,55 and over,Not a qualified Entrant,27.73688589460266
2016,Classics,Male,55 and over,Not a qualified Entrant,23.96795295373323
2017,Classics,Male,55 and over,Not a qualified Entrant,24.018863578885032
2011,Computing,Male,55 and over,Not a qualified Entrant,616.9022394301836
2012,Computing,Male,55 and over,Not a qualified Entrant,539.404926642173
2013,Computing,Male,55 and over,Not a qualified Entrant,500.74214954280205
2014,Computing,Male,55 and over,Not a qualified Entrant,424.645727046646
2015,Computing,Male,55 and over,Not a qualified Entrant,369.3949192645477
2016,Computing,Male,55 and over,Not a qualified Entrant,324.08280316946764
2017,Computing,Male,55 and over,Not a qualified Entrant,274.7250719659161
2011,Design & Technology,Male,55 and over,Not a qualified Entrant,1245.3116811967009
2012,Design & Technology,Male,55 and over,Not a qualified Entrant,1114.2963632178535
2013,Design & Technology,Male,55 and over,Not a qualified Entrant,1015.7826625018486
2014,Design & Technology,Male,55 and over,Not a qualified Entrant,918.175612287417
2015,Design & Technology,Male,55 and over,Not a qualified Entrant,817.789425323038
2016,Design & Technology,Male,55 and over,Not a qualified Entrant,721.3128586262014
2017,Design & Technology,Male,55 and over,Not a qualified Entrant,665.878258381495
2011,Drama,Male,55 and over,Not a qualified Entrant,148.24934241887792
2012,Drama,Male,55 and over,Not a qualified Entrant,142.1533035228864
2013,Drama,Male,55 and over,Not a qualified Entrant,132.24406021628357
2014,Drama,Male,55 and over,Not a qualified Entrant,128.49074352941898
2015,Drama,Male,55 and over,Not a qualified Entrant,111.95792503994898
2016,Drama,Male,55 and over,Not a qualified Entrant,101.35865251168198
2017,Drama,Male,55 and over,Not a qualified Entrant,85.04881279346196
2011,English,Male,55 and over,Not a qualified Entrant,778.0043560885033
2012,English,Male,55 and over,Not a qualified Entrant,676.694384968455
2013,English,Male,55 and over,Not a qualified Entrant,613.0462708926585
2014,English,Male,55 and over,Not a qualified Entrant,552.2807417462084
2015,English,Male,55 and over,Not a qualified Entrant,503.99271358267214
2016,English,Male,55 and over,Not a qualified Entrant,483.65146274399643
2017,English,Male,55 and over,Not a qualified Entrant,444.3584490302309
2011,Food,Male,55 and over,Not a qualified Entrant,28.57949822655813
2012,Food,Male,55 and over,Not a qualified Entrant,37.06934518390843
2013,Food,Male,55 and over,Not a qualified Entrant,38.839696263592515
2014,Food,Male,55 and over,Not a qualified Entrant,37.14561556510608
2015,Food,Male,55 and over,Not a qualified Entrant,31.72175339298879
2016,Food,Male,55 and over,Not a qualified Entrant,22.22333198718031
2017,Food,Male,55 and over,Not a qualified Entrant,22.50233508693248
2011,Geography,Male,55 and over,Not a qualified Entrant,585.2710270552764
2012,Geography,Male,55 and over,Not a qualified Entrant,547.4479943219627
2013,Geography,Male,55 and over,Not a qualified Entrant,467.41705383832027
2014,Geography,Male,55 and over,Not a qualified Entrant,431.1635526703414
2015,Geography,Male,55 and over,Not a qualified Entrant,397.4361711840519
2016,Geography,Male,55 and over,Not a qualified Entrant,335.00767066739627
2017,Geography,Male,55 and over,Not a qualified Entrant,323.880756058446
2011,History,Male,55 and over,Not a qualified Entrant,597.8148421546372
2012,History,Male,55 and over,Not a qualified Entrant,526.8472472583051
2013,History,Male,55 and over,Not a qualified Entrant,495.35248789081527
2014,History,Male,55 and over,Not a qualified Entrant,446.3841584276557
2015,History,Male,55 and over,Not a qualified Entrant,407.6277369234208
2016,History,Male,55 and over,Not a qualified Entrant,358.52528604463345
2017,History,Male,55 and over,Not a qualified Entrant,329.3802592757954
2011,Mathematics,Male,55 and over,Not a qualified Entrant,1721.102018238591
2012,Mathematics,Male,55 and over,Not a qualified Entrant,1618.7664891188033
2013,Mathematics,Male,55 and over,Not a qualified Entrant,1489.7819126954482
2014,Mathematics,Male,55 and over,Not a qualified Entrant,1379.0665753566896
2015,Mathematics,Male,55 and over,Not a qualified Entrant,1296.2567929574307
2016,Mathematics,Male,55 and over,Not a qualified Entrant,1295.2924644437176
2017,Mathematics,Male,55 and over,Not a qualified Entrant,1235.3806123324941
2011,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,391.70551274947513
2012,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,361.4375059215173
2013,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,314.2083457935986
2014,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,274.10423827746774
2015,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,253.85371865796625
2016,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,235.17275771986456
2017,Modern Foreign Languages,Male,55 and over,Not a qualified Entrant,208.98617867921132
2011,Music,Male,55 and over,Not a qualified Entrant,202.3898557096923
2012,Music,Male,55 and over,Not a qualified Entrant,212.28397307762353
2013,Music,Male,55 and over,Not a qualified Entrant,198.18924645756894
2014,Music,Male,55 and over,Not a qualified Entrant,186.847866121575
2015,Music,Male,55 and over,Not a qualified Entrant,184.25986949020734
2016,Music,Male,55 and over,Not a qualified Entrant,166.67440643001356
2017,Music,Male,55 and over,Not a qualified Entrant,147.82308512031065
2011,Others,Male,55 and over,Not a qualified Entrant,856.1101111727296
2012,Others,Male,55 and over,Not a qualified Entrant,759.6288279007467
2013,Others,Male,55 and over,Not a qualified Entrant,653.6678163973991
2014,Others,Male,55 and over,Not a qualified Entrant,589.4598310147765
2015,Others,Male,55 and over,Not a qualified Entrant,554.9306623721384
2016,Others,Male,55 and over,Not a qualified Entrant,458.6052225986734
2017,Others,Male,55 and over,Not a qualified Entrant,416.40520477840766
2011,Physical Education,Male,55 and over,Not a qualified Entrant,562.5973804667266
2012,Physical Education,Male,55 and over,Not a qualified Entrant,567.4675973519043
2013,Physical Education,Male,55 and over,Not a qualified Entrant,520.9941879553205
2014,Physical Education,Male,55 and over,Not a qualified Entrant,502.13448270530364
2015,Physical Education,Male,55 and over,Not a qualified Entrant,458.1457356870188
2016,Physical Education,Male,55 and over,Not a qualified Entrant,394.5851841629665
2017,Physical Education,Male,55 and over,Not a qualified Entrant,339.39400490950084
2011,Physics,Male,55 and over,Not a qualified Entrant,756.5000814822121
2012,Physics,Male,55 and over,Not a qualified Entrant,663.3710747084476
2013,Physics,Male,55 and over,Not a qualified Entrant,601.4558654611534
2014,Physics,Male,55 and over,Not a qualified Entrant,536.3338028337815
2015,Physics,Male,55 and over,Not a qualified Entrant,503.9586498457935
2016,Physics,Male,55 and over,Not a qualified Entrant,544.5948227330698
2017,Physics,Male,55 and over,Not a qualified Entrant,558.2694963988271
2011,Religious Education,Male,55 and over,Not a qualified Entrant,345.1949224809176
2012,Religious Education,Male,55 and over,Not a qualified Entrant,291.7519182221867
2013,Religious Education,Male,55 and over,Not a qualified Entrant,287.24969361766864
2014,Religious Education,Male,55 and over,Not a qualified Entrant,281.92105637787597
2015,Religious Education,Male,55 and over,Not a qualified Entrant,245.41963266945456
2016,Religious Education,Male,55 and over,Not a qualified Entrant,245.72598974481656
2017,Religious Education,Male,55 and over,Not a qualified Entrant,232.304532736045
2011,Art & Design,Female,Less than 35,Not a qualified Entrant,2465.9075557036517
2012,Art & Design,Female,Less than 35,Not a qualified Entrant,2339.6645753950975
2013,Art & Design,Female,Less than 35,Not a qualified Entrant,2239.3865992951187
2014,Art & Design,Female,Less than 35,Not a qualified Entrant,2118.268704930215
2015,Art & Design,Female,Less than 35,Not a qualified Entrant,1969.6928716720292
2016,Art & Design,Female,Less than 35,Not a qualified Entrant,1836.479078910356
2017,Art & Design,Female,Less than 35,Not a qualified Entrant,1732.6259775735602
2011,Biology,Female,Less than 35,Not a qualified Entrant,3580.723154455819
2012,Biology,Female,Less than 35,Not a qualified Entrant,3537.423550156517
2013,Biology,Female,Less than 35,Not a qualified Entrant,3447.5422335283565
2014,Biology,Female,Less than 35,Not a qualified Entrant,3360.3709960062943
2015,Biology,Female,Less than 35,Not a qualified Entrant,3281.2192879396575
2016,Biology,Female,Less than 35,Not a qualified Entrant,3139.1613388016235
2017,Biology,Female,Less than 35,Not a qualified Entrant,2960.3455573500974
2011,Business Studies,Female,Less than 35,Not a qualified Entrant,1099.3200164509824
2012,Business Studies,Female,Less than 35,Not a qualified Entrant,1129.1809547703808
2013,Business Studies,Female,Less than 35,Not a qualified Entrant,1135.5119382844937
2014,Business Studies,Female,Less than 35,Not a qualified Entrant,1035.8988323537546
2015,Business Studies,Female,Less than 35,Not a qualified Entrant,948.7317641107645
2016,Business Studies,Female,Less than 35,Not a qualified Entrant,843.3184712604029
2017,Business Studies,Female,Less than 35,Not a qualified Entrant,735.8299423133627
2011,Chemistry,Female,Less than 35,Not a qualified Entrant,2073.970462574063
2012,Chemistry,Female,Less than 35,Not a qualified Entrant,2186.230554634913
2013,Chemistry,Female,Less than 35,Not a qualified Entrant,2259.382435760227
2014,Chemistry,Female,Less than 35,Not a qualified Entrant,2216.546052708711
2015,Chemistry,Female,Less than 35,Not a qualified Entrant,2208.9510367587154
2016,Chemistry,Female,Less than 35,Not a qualified Entrant,2126.587182341391
2017,Chemistry,Female,Less than 35,Not a qualified Entrant,2151.4973609410204
2011,Classics,Female,Less than 35,Not a qualified Entrant,61.03702578256165
2012,Classics,Female,Less than 35,Not a qualified Entrant,67.21894320219876
2013,Classics,Female,Less than 35,Not a qualified Entrant,73.57691183669161
2014,Classics,Female,Less than 35,Not a qualified Entrant,70.21663759809499
2015,Classics,Female,Less than 35,Not a qualified Entrant,70.23665495046689
2016,Classics,Female,Less than 35,Not a qualified Entrant,55.175188218080464
2017,Classics,Female,Less than 35,Not a qualified Entrant,49.01749837786782
2011,Computing,Female,Less than 35,Not a qualified Entrant,1492.887262736233
2012,Computing,Female,Less than 35,Not a qualified Entrant,1358.582822677808
2013,Computing,Female,Less than 35,Not a qualified Entrant,1288.017170296372
2014,Computing,Female,Less than 35,Not a qualified Entrant,1124.5424320752438
2015,Computing,Female,Less than 35,Not a qualified Entrant,986.208322816549
2016,Computing,Female,Less than 35,Not a qualified Entrant,855.3327546607106
2017,Computing,Female,Less than 35,Not a qualified Entrant,703.6769928380265
2011,Design & Technology,Female,Less than 35,Not a qualified Entrant,2063.2007794098645
2012,Design & Technology,Female,Less than 35,Not a qualified Entrant,2049.7321047324795
2013,Design & Technology,Female,Less than 35,Not a qualified Entrant,2038.5587756009293
2014,Design & Technology,Female,Less than 35,Not a qualified Entrant,2069.1522719157715
2015,Design & Technology,Female,Less than 35,Not a qualified Entrant,1946.1294442589974
2016,Design & Technology,Female,Less than 35,Not a qualified Entrant,1824.6077642105074
2017,Design & Technology,Female,Less than 35,Not a qualified Entrant,1717.4841633322096
2011,Drama,Female,Less than 35,Not a qualified Entrant,2040.5876319697657
2012,Drama,Female,Less than 35,Not a qualified Entrant,1985.20572735025
2013,Drama,Female,Less than 35,Not a qualified Entrant,1902.5199626245942
2014,Drama,Female,Less than 35,Not a qualified Entrant,1795.4994477505284
2015,Drama,Female,Less than 35,Not a qualified Entrant,1768.2330749379526
2016,Drama,Female,Less than 35,Not a qualified Entrant,1597.6358838382262
2017,Drama,Female,Less than 35,Not a qualified Entrant,1505.336991323705
2011,English,Female,Less than 35,Not a qualified Entrant,8199.705810052365
2012,English,Female,Less than 35,Not a qualified Entrant,8567.566135484201
2013,English,Female,Less than 35,Not a qualified Entrant,8799.294216332
2014,English,Female,Less than 35,Not a qualified Entrant,8807.809478896497
2015,English,Female,Less than 35,Not a qualified Entrant,8766.010711249595
2016,English,Female,Less than 35,Not a qualified Entrant,8796.289669466172
2017,English,Female,Less than 35,Not a qualified Entrant,8763.679437721625
2011,Food,Female,Less than 35,Not a qualified Entrant,396.4948295056186
2012,Food,Female,Less than 35,Not a qualified Entrant,399.2248294501728
2013,Food,Female,Less than 35,Not a qualified Entrant,434.8604792772993
2014,Food,Female,Less than 35,Not a qualified Entrant,439.6614362685666
2015,Food,Female,Less than 35,Not a qualified Entrant,448.0367920399119
2016,Food,Female,Less than 35,Not a qualified Entrant,420.3978788624979
2017,Food,Female,Less than 35,Not a qualified Entrant,412.75665751913965
2011,Geography,Female,Less than 35,Not a qualified Entrant,2331.261556407671
2012,Geography,Female,Less than 35,Not a qualified Entrant,2363.712669731641
