CensusYear,Subject,Gender,AgeGroup,QualifiedLeaverType,StockSize
2015,Art & Design,Male,55 and over,Not a qualified Leaver,214.02602734450846
2016,Art & Design,Male,55 and over,Not a qualified Leaver,200.98890839292733
2017,Art & Design,Male,55 and over,Not a qualified Leaver,194.81613199941012
2011,Biology,Male,55 and over,Not a qualified Leaver,362.27259627984216
2012,Biology,Male,55 and over,Not a qualified Leaver,365.06278753161934
2013,Biology,Male,55 and over,Not a qualified Leaver,336.3212962503144
2014,Biology,Male,55 and over,Not a qualified Leaver,279.3650159301082
2015,Biology,Male,55 and over,Not a qualified Leaver,257.6374584105433
2016,Biology,Male,55 and over,Not a qualified Leaver,236.76314128462573
2017,Biology,Male,55 and over,Not a qualified Leaver,224.13628936992205
2011,Business Studies,Male,55 and over,Not a qualified Leaver,322.798842355808
2012,Business Studies,Male,55 and over,Not a qualified Leaver,289.52855470403364
2013,Business Studies,Male,55 and over,Not a qualified Leaver,269.76380449566136
2014,Business Studies,Male,55 and over,Not a qualified Leaver,246.6999992373406
2015,Business Studies,Male,55 and over,Not a qualified Leaver,251.0297165261308
2016,Business Studies,Male,55 and over,Not a qualified Leaver,223.17129732475348
2017,Business Studies,Male,55 and over,Not a qualified Leaver,209.0368911639136
2011,Chemistry,Male,55 and over,Not a qualified Leaver,453.77152023593203
2012,Chemistry,Male,55 and over,Not a qualified Leaver,423.7627019658102
2013,Chemistry,Male,55 and over,Not a qualified Leaver,403.0393262034334
2014,Chemistry,Male,55 and over,Not a qualified Leaver,330.15822547098657
2015,Chemistry,Male,55 and over,Not a qualified Leaver,349.57237663158816
2016,Chemistry,Male,55 and over,Not a qualified Leaver,324.55634603062197
2017,Chemistry,Male,55 and over,Not a qualified Leaver,295.1750669955684
2011,Classics,Male,55 and over,Not a qualified Leaver,31.844380061383756
2012,Classics,Male,55 and over,Not a qualified Leaver,28.18384272119415
2013,Classics,Male,55 and over,Not a qualified Leaver,35.15637446498869
2014,Classics,Male,55 and over,Not a qualified Leaver,31.687936289394457
2015,Classics,Male,55 and over,Not a qualified Leaver,26.729333408911643
2016,Classics,Male,55 and over,Not a qualified Leaver,22.022488524866286
2017,Classics,Male,55 and over,Not a qualified Leaver,17.77609135700967
2011,Computing,Male,55 and over,Not a qualified Leaver,543.8964305017206
2012,Computing,Male,55 and over,Not a qualified Leaver,452.50881057584934
2013,Computing,Male,55 and over,Not a qualified Leaver,413.45120625686747
2014,Computing,Male,55 and over,Not a qualified Leaver,371.06073390233814
2015,Computing,Male,55 and over,Not a qualified Leaver,312.23657351725444
2016,Computing,Male,55 and over,Not a qualified Leaver,284.2057696453676
2017,Computing,Male,55 and over,Not a qualified Leaver,237.63490653963737
2011,Design & Technology,Male,55 and over,Not a qualified Leaver,1058.9695136913701
2012,Design & Technology,Male,55 and over,Not a qualified Leaver,941.9380064521106
2013,Design & Technology,Male,55 and over,Not a qualified Leaver,854.6827088408395
2014,Design & Technology,Male,55 and over,Not a qualified Leaver,761.4786614453385
2015,Design & Technology,Male,55 and over,Not a qualified Leaver,670.132503495743
2016,Design & Technology,Male,55 and over,Not a qualified Leaver,597.4707528912782
2017,Design & Technology,Male,55 and over,Not a qualified Leaver,579.9838983669372
2011,Drama,Male,55 and over,Not a qualified Leaver,123.48973707508063
2012,Drama,Male,55 and over,Not a qualified Leaver,109.96082931793921
2013,Drama,Male,55 and over,Not a qualified Leaver,103.58419708201296
2014,Drama,Male,55 and over,Not a qualified Leaver,104.00594114557968
2015,Drama,Male,55 and over,Not a qualified Leaver,90.73535805895187
2016,Drama,Male,55 and over,Not a qualified Leaver,92.29213180785308
2017,Drama,Male,55 and over,Not a qualified Leaver,73.42036331104077
2011,English,Male,55 and over,Not a qualified Leaver,675.2609022867758
2012,English,Male,55 and over,Not a qualified Leaver,565.3517698463635
2013,English,Male,55 and over,Not a qualified Leaver,512.9058957481504
2014,English,Male,55 and over,Not a qualified Leaver,473.25262808208083
2015,English,Male,55 and over,Not a qualified Leaver,413.0707456079428
2016,English,Male,55 and over,Not a qualified Leaver,391.3463238703539
2017,English,Male,55 and over,Not a qualified Leaver,367.806612605092
2011,Food,Male,55 and over,Not a qualified Leaver,22.263268995920747
2012,Food,Male,55 and over,Not a qualified Leaver,25.58684992422074
2013,Food,Male,55 and over,Not a qualified Leaver,34.280760076118035
2014,Food,Male,55 and over,Not a qualified Leaver,33.203531893956296
2015,Food,Male,55 and over,Not a qualified Leaver,26.212343082953417
2016,Food,Male,55 and over,Not a qualified Leaver,24.045517748885203
2017,Food,Male,55 and over,Not a qualified Leaver,16.25960105729873
2011,Geography,Male,55 and over,Not a qualified Leaver,458.65880232655263
2012,Geography,Male,55 and over,Not a qualified Leaver,434.71074968972556
2013,Geography,Male,55 and over,Not a qualified Leaver,396.0577283499541
2014,Geography,Male,55 and over,Not a qualified Leaver,342.53196634053
2015,Geography,Male,55 and over,Not a qualified Leaver,324.7117525061777
2016,Geography,Male,55 and over,Not a qualified Leaver,272.5762467422262
2017,Geography,Male,55 and over,Not a qualified Leaver,253.57986973847778
2011,History,Male,55 and over,Not a qualified Leaver,472.8276767125986
2012,History,Male,55 and over,Not a qualified Leaver,443.9442704920527
2013,History,Male,55 and over,Not a qualified Leaver,387.36682239011725
2014,History,Male,55 and over,Not a qualified Leaver,385.2531786605632
2015,History,Male,55 and over,Not a qualified Leaver,338.15897524513093
2016,History,Male,55 and over,Not a qualified Leaver,277.3915183987932
2017,History,Male,55 and over,Not a qualified Leaver,274.3465752374718
2011,Mathematics,Male,55 and over,Not a qualified Leaver,1477.4235538512032
2012,Mathematics,Male,55 and over,Not a qualified Leaver,1349.0729757989443
2013,Mathematics,Male,55 and over,Not a qualified Leaver,1256.7636494618855
2014,Mathematics,Male,55 and over,Not a qualified Leaver,1150.2249532562619
2015,Mathematics,Male,55 and over,Not a qualified Leaver,1107.063296678361
2016,Mathematics,Male,55 and over,Not a qualified Leaver,1031.1075116439063
2017,Mathematics,Male,55 and over,Not a qualified Leaver,1024.9065249976877
2011,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,307.33289322889095
2012,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,295.4977585769101
2013,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,267.51337195553003
2014,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,212.06185737072138
2015,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,203.17558952126763
2016,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,192.45519158814335
2017,Modern Foreign Languages,Male,55 and over,Not a qualified Leaver,172.9766759297524
2011,Music,Male,55 and over,Not a qualified Leaver,158.95814895182593
2012,Music,Male,55 and over,Not a qualified Leaver,149.09081059152132
2013,Music,Male,55 and over,Not a qualified Leaver,172.53710257462868
2014,Music,Male,55 and over,Not a qualified Leaver,151.62899219728527
2015,Music,Male,55 and over,Not a qualified Leaver,151.5937546854966
2016,Music,Male,55 and over,Not a qualified Leaver,130.68906689329583
2017,Music,Male,55 and over,Not a qualified Leaver,128.62087653926616
2011,Others,Male,55 and over,Not a qualified Leaver,766.5541358872822
2012,Others,Male,55 and over,Not a qualified Leaver,656.7767928285563
2013,Others,Male,55 and over,Not a qualified Leaver,576.6788670749087
2014,Others,Male,55 and over,Not a qualified Leaver,499.9879157806551
2015,Others,Male,55 and over,Not a qualified Leaver,464.47349564766813
2016,Others,Male,55 and over,Not a qualified Leaver,413.0740427330294
2017,Others,Male,55 and over,Not a qualified Leaver,358.2943946513776
2011,Physical Education,Male,55 and over,Not a qualified Leaver,460.92752288447065
2012,Physical Education,Male,55 and over,Not a qualified Leaver,445.35671373042385
2013,Physical Education,Male,55 and over,Not a qualified Leaver,450.5244001970052
2014,Physical Education,Male,55 and over,Not a qualified Leaver,387.9298834036572
2015,Physical Education,Male,55 and over,Not a qualified Leaver,367.4521555588032
2016,Physical Education,Male,55 and over,Not a qualified Leaver,332.5190284005008
2017,Physical Education,Male,55 and over,Not a qualified Leaver,264.891929232623
2011,Physics,Male,55 and over,Not a qualified Leaver,666.0077554225561
2012,Physics,Male,55 and over,Not a qualified Leaver,565.4667182126045
2013,Physics,Male,55 and over,Not a qualified Leaver,501.6373804768963
2014,Physics,Male,55 and over,Not a qualified Leaver,462.3774892525814
2015,Physics,Male,55 and over,Not a qualified Leaver,389.4511296666074
2016,Physics,Male,55 and over,Not a qualified Leaver,388.5419434545611
2017,Physics,Male,55 and over,Not a qualified Leaver,433.99201718671
2011,Religious Education,Male,55 and over,Not a qualified Leaver,285.75944494746904
2012,Religious Education,Male,55 and over,Not a qualified Leaver,258.3837135592431
2013,Religious Education,Male,55 and over,Not a qualified Leaver,230.30304613218559
2014,Religious Education,Male,55 and over,Not a qualified Leaver,211.86189850201026
2015,Religious Education,Male,55 and over,Not a qualified Leaver,208.80722611465123
2016,Religious Education,Male,55 and over,Not a qualified Leaver,200.58809630670427
2017,Religious Education,Male,55 and over,Not a qualified Leaver,187.31409345158812
2011,Art & Design,Female,Less than 35,Not a qualified Leaver,2606.630307270778
2012,Art & Design,Female,Less than 35,Not a qualified Leaver,2601.8743323506988
2013,Art & Design,Female,Less than 35,Not a qualified Leaver,2501.0766567726614
2014,Art & Design,Female,Less than 35,Not a qualified Leaver,2377.1271458290194
2015,Art & Design,Female,Less than 35,Not a qualified Leaver,2218.1534960965587
2016,Art & Design,Female,Less than 35,Not a qualified Leaver,2056.823838290012
2017,Art & Design,Female,Less than 35,Not a qualified Leaver,1945.8888105868111
2011,Biology,Female,Less than 35,Not a qualified Leaver,3889.943198307873
2012,Biology,Female,Less than 35,Not a qualified Leaver,3839.4004855395624
2013,Biology,Female,Less than 35,Not a qualified Leaver,3763.871773569367
2014,Biology,Female,Less than 35,Not a qualified Leaver,3730.235033895708
2015,Biology,Female,Less than 35,Not a qualified Leaver,3568.664673332931
2016,Biology,Female,Less than 35,Not a qualified Leaver,3484.174171794782
2017,Biology,Female,Less than 35,Not a qualified Leaver,3335.5163477077963
2011,Business Studies,Female,Less than 35,Not a qualified Leaver,1231.3327931818403
2012,Business Studies,Female,Less than 35,Not a qualified Leaver,1207.6167631205321
2013,Business Studies,Female,Less than 35,Not a qualified Leaver,1173.9637640766578
2014,Business Studies,Female,Less than 35,Not a qualified Leaver,1148.548551917484
2015,Business Studies,Female,Less than 35,Not a qualified Leaver,1064.952516051501
2016,Business Studies,Female,Less than 35,Not a qualified Leaver,955.4546325294749
2017,Business Studies,Female,Less than 35,Not a qualified Leaver,872.5220651640319
2011,Chemistry,Female,Less than 35,Not a qualified Leaver,2291.320632953402
2012,Chemistry,Female,Less than 35,Not a qualified Leaver,2306.5116835478557
2013,Chemistry,Female,Less than 35,Not a qualified Leaver,2469.2761384718183
2014,Chemistry,Female,Less than 35,Not a qualified Leaver,2469.2429575575175
2015,Chemistry,Female,Less than 35,Not a qualified Leaver,2366.475536577815
2016,Chemistry,Female,Less than 35,Not a qualified Leaver,2353.6045279534073
2017,Chemistry,Female,Less than 35,Not a qualified Leaver,2284.459259965002
2011,Classics,Female,Less than 35,Not a qualified Leaver,56.46806038814999
2012,Classics,Female,Less than 35,Not a qualified Leaver,70.24569215251958
2013,Classics,Female,Less than 35,Not a qualified Leaver,72.73098627384454
2014,Classics,Female,Less than 35,Not a qualified Leaver,69.00027732895067
2015,Classics,Female,Less than 35,Not a qualified Leaver,82.96783260613253
2016,Classics,Female,Less than 35,Not a qualified Leaver,70.16257408604139
2017,Classics,Female,Less than 35,Not a qualified Leaver,63.21646512394612
2011,Computing,Female,Less than 35,Not a qualified Leaver,1652.8222783705714
2012,Computing,Female,Less than 35,Not a qualified Leaver,1559.515164104201
2013,Computing,Female,Less than 35,Not a qualified Leaver,1441.648432209125
2014,Computing,Female,Less than 35,Not a qualified Leaver,1318.0797733787958
2015,Computing,Female,Less than 35,Not a qualified Leaver,1148.2554646847461
2016,Computing,Female,Less than 35,Not a qualified Leaver,1028.464849104959
2017,Computing,Female,Less than 35,Not a qualified Leaver,873.6688132762329
2011,Design & Technology,Female,Less than 35,Not a qualified Leaver,2332.9979540807262
2012,Design & Technology,Female,Less than 35,Not a qualified Leaver,2257.975160965962
2013,Design & Technology,Female,Less than 35,Not a qualified Leaver,2246.3933739682407
2014,Design & Technology,Female,Less than 35,Not a qualified Leaver,2200.96199929221
2015,Design & Technology,Female,Less than 35,Not a qualified Leaver,2159.551711901992
2016,Design & Technology,Female,Less than 35,Not a qualified Leaver,2083.0028273722564
2017,Design & Technology,Female,Less than 35,Not a qualified Leaver,1899.4130468027085
2011,Drama,Female,Less than 35,Not a qualified Leaver,2195.839963029475
2012,Drama,Female,Less than 35,Not a qualified Leaver,2177.621945030612
2013,Drama,Female,Less than 35,Not a qualified Leaver,2092.1960275153338
2014,Drama,Female,Less than 35,Not a qualified Leaver,1981.477724766384
2015,Drama,Female,Less than 35,Not a qualified Leaver,1874.6951560558248
2016,Drama,Female,Less than 35,Not a qualified Leaver,1838.799041792819
2017,Drama,Female,Less than 35,Not a qualified Leaver,1672.073142193432
2011,English,Female,Less than 35,Not a qualified Leaver,8804.06992948577
2012,English,Female,Less than 35,Not a qualified Leaver,9016.366560345949
2013,English,Female,Less than 35,Not a qualified Leaver,9465.409553598245
2014,English,Female,Less than 35,Not a qualified Leaver,9582.744570957107
2015,English,Female,Less than 35,Not a qualified Leaver,9639.244835111995
2016,English,Female,Less than 35,Not a qualified Leaver,9454.57976363672
2017,English,Female,Less than 35,Not a qualified Leaver,9535.74337980079
2011,Food,Female,Less than 35,Not a qualified Leaver,422.2997381883624
2012,Food,Female,Less than 35,Not a qualified Leaver,436.2326197081746
2013,Food,Female,Less than 35,Not a qualified Leaver,437.5944360611977
2014,Food,Female,Less than 35,Not a qualified Leaver,462.5398187929161
2015,Food,Female,Less than 35,Not a qualified Leaver,463.8643749240821
2016,Food,Female,Less than 35,Not a qualified Leaver,472.13350513289896
2017,Food,Female,Less than 35,Not a qualified Leaver,461.62046357288585
2011,Geography,Female,Less than 35,Not a qualified Leaver,2335.6105547832076
2012,Geography,Female,Less than 35,Not a qualified Leaver,2550.0046346478575
2013,Geography,Female,Less than 35,Not a qualified Leaver,2614.1003241694716
2014,Geography,Female,Less than 35,Not a qualified Leaver,2660.5444384024945
2015,Geography,Female,Less than 35,Not a qualified Leaver,2623.6766036096756
2016,Geography,Female,Less than 35,Not a qualified Leaver,2574.0007784039617
2017,Geography,Female,Less than 35,Not a qualified Leaver,2579.3759733746565
2011,History,Female,Less than 35,Not a qualified Leaver,2533.1313340665606
2012,History,Female,Less than 35,Not a qualified Leaver,2651.3531455171546
